User_ID,User_Name,Timestamp,Latitude,Longitude,Location
03c3eb23-3eaf-4a94-b273-d92066abb02a,Jodi Brooks,2024-01-01 08:00:00,-29.6040385,156.748812,Home
03c3eb23-3eaf-4a94-b273-d92066abb02a,Jodi Brooks,2024-01-01 08:19:00,-18.7900255,54.094875,Home
03c3eb23-3eaf-4a94-b273-d92066abb02a,Jodi Brooks,2024-01-01 09:47:00,80.037316,-84.040362,Office
03c3eb23-3eaf-4a94-b273-d92066abb02a,Jodi Brooks,2024-01-01 11:23:00,-24.9138415,-141.580958,Shopping Mall
03c3eb23-3eaf-4a94-b273-d92066abb02a,Jodi Brooks,2024-01-01 11:56:00,-48.707982,-118.439447,Restaurant
03c3eb23-3eaf-4a94-b273-d92066abb02a,Jodi Brooks,2024-01-01 12:24:00,17.7659565,45.395124,Office
03c3eb23-3eaf-4a94-b273-d92066abb02a,Jodi Brooks,2024-01-01 14:06:00,38.2800515,-83.820619,Park
03c3eb23-3eaf-4a94-b273-d92066abb02a,Jodi Brooks,2024-01-01 15:03:00,-49.0312065,94.162906,Park
03c3eb23-3eaf-4a94-b273-d92066abb02a,Jodi Brooks,2024-01-01 15:26:00,-74.1921985,-96.581582,Office
03c3eb23-3eaf-4a94-b273-d92066abb02a,Jodi Brooks,2024-01-01 16:47:00,-50.7682655,-131.847637,Office
03c3eb23-3eaf-4a94-b273-d92066abb02a,Jodi Brooks,2024-01-01 17:32:00,-66.9152105,-177.524134,Restaurant
03c3eb23-3eaf-4a94-b273-d92066abb02a,Jodi Brooks,2024-01-01 18:30:00,56.8677445,122.693756,Office
03c3eb23-3eaf-4a94-b273-d92066abb02a,Jodi Brooks,2024-01-01 19:55:00,65.9209895,44.297866,Office
fc346f06-d6c0-43cb-81a4-b097de8d9a6c,John Hines,2024-01-01 08:00:00,11.2494565,-5.847927,Home
fc346f06-d6c0-43cb-81a4-b097de8d9a6c,John Hines,2024-01-01 08:39:00,-69.5371565,130.814940,Shopping Mall
fc346f06-d6c0-43cb-81a4-b097de8d9a6c,John Hines,2024-01-01 10:21:00,41.943640,-125.764593,Shopping Mall
fc346f06-d6c0-43cb-81a4-b097de8d9a6c,John Hines,2024-01-01 12:13:00,-40.5440425,171.906945,Home
fc346f06-d6c0-43cb-81a4-b097de8d9a6c,John Hines,2024-01-01 13:29:00,88.1336425,-140.398803,Restaurant
fc346f06-d6c0-43cb-81a4-b097de8d9a6c,John Hines,2024-01-01 15:22:00,-2.273999,152.599332,Restaurant
fc346f06-d6c0-43cb-81a4-b097de8d9a6c,John Hines,2024-01-01 16:32:00,-23.1187065,-100.186513,Park
fc346f06-d6c0-43cb-81a4-b097de8d9a6c,John Hines,2024-01-01 17:11:00,39.053665,172.696448,Office
fc346f06-d6c0-43cb-81a4-b097de8d9a6c,John Hines,2024-01-01 19:04:00,7.781625,-160.237526,Restaurant
69b97efe-9a1f-4848-8239-6b5e2e2a3a04,Linda Jones,2024-01-01 08:00:00,28.5960265,151.797028,Home
69b97efe-9a1f-4848-8239-6b5e2e2a3a04,Linda Jones,2024-01-01 09:15:00,74.955990,58.900395,Restaurant
69b97efe-9a1f-4848-8239-6b5e2e2a3a04,Linda Jones,2024-01-01 11:06:00,16.159833,135.718800,Shopping Mall
69b97efe-9a1f-4848-8239-6b5e2e2a3a04,Linda Jones,2024-01-01 12:47:00,38.959579,96.767101,Shopping Mall
69b97efe-9a1f-4848-8239-6b5e2e2a3a04,Linda Jones,2024-01-01 13:48:00,62.609541,-25.615979,Home
69b97efe-9a1f-4848-8239-6b5e2e2a3a04,Linda Jones,2024-01-01 14:27:00,38.4450105,-136.461612,Office
69b97efe-9a1f-4848-8239-6b5e2e2a3a04,Linda Jones,2024-01-01 16:27:00,-19.991348,-143.158211,Office
69b97efe-9a1f-4848-8239-6b5e2e2a3a04,Linda Jones,2024-01-01 17:26:00,-46.8213185,-87.846805,Shopping Mall
69b97efe-9a1f-4848-8239-6b5e2e2a3a04,Linda Jones,2024-01-01 19:13:00,-7.149451,127.434722,Restaurant
eca492f5-a98d-484c-9822-ef5182cda0f0,Aaron Parker,2024-01-01 08:00:00,15.467162,-156.918098,Office
eca492f5-a98d-484c-9822-ef5182cda0f0,Aaron Parker,2024-01-01 08:24:00,-32.7700475,100.871936,Office
eca492f5-a98d-484c-9822-ef5182cda0f0,Aaron Parker,2024-01-01 09:48:00,89.354727,158.134889,Office
eca492f5-a98d-484c-9822-ef5182cda0f0,Aaron Parker,2024-01-01 11:16:00,-82.127953,100.493229,Park
eca492f5-a98d-484c-9822-ef5182cda0f0,Aaron Parker,2024-01-01 13:13:00,-38.3798615,-76.750787,Restaurant
eca492f5-a98d-484c-9822-ef5182cda0f0,Aaron Parker,2024-01-01 13:55:00,-50.6274485,-45.842405,Home
eca492f5-a98d-484c-9822-ef5182cda0f0,Aaron Parker,2024-01-01 15:27:00,15.4420225,-143.487822,Office
eca492f5-a98d-484c-9822-ef5182cda0f0,Aaron Parker,2024-01-01 16:54:00,84.9657545,59.733926,Shopping Mall
eca492f5-a98d-484c-9822-ef5182cda0f0,Aaron Parker,2024-01-01 18:25:00,-57.462668,-108.282749,Park
eca492f5-a98d-484c-9822-ef5182cda0f0,Aaron Parker,2024-01-01 19:28:00,28.502881,-5.236498,Park
eca492f5-a98d-484c-9822-ef5182cda0f0,Aaron Parker,2024-01-01 19:53:00,16.0055605,18.802433,Restaurant
e6a52ce9-7298-4ee3-935f-387fb33425fd,Brandi Wright,2024-01-01 08:00:00,-29.098159,175.986343,Restaurant
e6a52ce9-7298-4ee3-935f-387fb33425fd,Brandi Wright,2024-01-01 08:49:00,18.872382,145.634967,Park
e6a52ce9-7298-4ee3-935f-387fb33425fd,Brandi Wright,2024-01-01 09:40:00,52.074842,153.171662,Park
e6a52ce9-7298-4ee3-935f-387fb33425fd,Brandi Wright,2024-01-01 10:18:00,-53.973464,86.159951,Home
e6a52ce9-7298-4ee3-935f-387fb33425fd,Brandi Wright,2024-01-01 11:09:00,43.116219,-8.036898,Park
e6a52ce9-7298-4ee3-935f-387fb33425fd,Brandi Wright,2024-01-01 12:04:00,21.039864,81.766078,Restaurant
e6a52ce9-7298-4ee3-935f-387fb33425fd,Brandi Wright,2024-01-01 14:01:00,-81.989341,-27.412736,Home
e6a52ce9-7298-4ee3-935f-387fb33425fd,Brandi Wright,2024-01-01 14:31:00,42.6164685,-92.472736,Office
e6a52ce9-7298-4ee3-935f-387fb33425fd,Brandi Wright,2024-01-01 15:54:00,-55.1258545,-179.214522,Restaurant
e6a52ce9-7298-4ee3-935f-387fb33425fd,Brandi Wright,2024-01-01 17:13:00,70.386555,-27.156951,Home
e6a52ce9-7298-4ee3-935f-387fb33425fd,Brandi Wright,2024-01-01 17:53:00,27.6348835,11.204840,Restaurant
